ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,declaration_time,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner,labPct,conPct,labPct15,conPct15,labChg,conChg,conLabSwing
E14000944,E12000001,South Shields,Tyne and Wear,North East,England,Borough,09/06/2017 00:51,Lab hold,Lab,Con,63433,40772,77,14508,10570,25078,681,3006,1437,0,0,0,0,0,0,0,0,0,0.615078976,0.259246542,0.512587895,0.166027851,0.102491081,0.093218691,0.004636195
E14000945,E12000005,South Staffordshire,Staffordshire,West Midlands,England,County,09/06/2017 03:45,Con hold,Con,Lab,73441,51109,187,22733,35656,12923,1348,0,1182,0,0,0,0,0,0,0,0,0,0.252851748,0.697646207,0.183616275,0.594338481,0.069235473,0.103307726,-0.017036126
E14000946,E12000006,South Suffolk,Suffolk,East,England,County,09/06/2017 03:43,Con hold,Con,Lab,75485,54235,116,17749,32829,15080,3154,1449,1723,0,0,0,0,0,0,0,0,0,0.27804923,0.605310224,0.192671509,0.53067987,0.085377722,0.074630354,0.005373684
E14000947,E12000009,South Swindon,Wiltshire,South West,England,County,09/06/2017 01:10,Con hold,Con,Lab,72372,51271,87,2464,24809,22345,2079,1291,747,0,0,0,0,0,0,0,0,0,0.43582142,0.483879776,0.344924182,0.462355114,0.090897237,0.021524662,0.034686288
E14000948,E12000008,South Thanet,Kent,South East,England,County,09/06/2017 04:13,Con hold,Con,Lab,72334,49753,92,6387,25262,18875,1514,2997,809,0,0,0,0,0,0,0,296,0,0.379374108,0.507748276,0.237647011,0.381328313,0.141727097,0.126419963,0.007653567
E14000949,E12000006,South West Bedfordshire,Bedfordshire,East,England,County,09/06/2017 02:36,Con hold,Con,Lab,79658,55635,163,14168,32961,18793,2630,0,950,0,0,0,0,0,0,0,301,0,0.337790959,0.592450795,0.202693747,0.549898643,0.135097212,0.042552152,0.04627253
E14000950,E12000009,South West Devon,Devon,South West,England,County,09/06/2017 04:10,Con hold,Con,Lab,71260,52857,97,15816,31634,15818,2732,1540,1133,0,0,0,0,0,0,0,0,0,0.299260268,0.598482699,0.16658064,0.565790519,0.132679628,0.03269218,0.049993724
E14000951,E12000006,South West Hertfordshire,Hertfordshire,East,England,County,09/06/2017 04:18,Con hold,Con,Lab,81087,60653,138,19550,35128,15578,7078,1293,1576,0,0,0,0,0,0,0,0,0,0.256838079,0.579163438,0.163182985,0.569402972,0.093655094,0.009760466,0.041947314
E14000952,E12000006,South West Norfolk,Norfolk,East,England,County,09/06/2017 04:10,Con hold,Con,Lab,77874,52416,154,18312,32894,14582,2365,2575,0,0,0,0,0,0,0,0,0,0,0.278197497,0.627556471,0.172600279,0.509179804,0.105597218,0.118376667,-0.006389725
E14000953,E12000008,South West Surrey,Surrey,South East,England,County,09/06/2017 04:12,Con hold,Con,National Health Action Party,78042,60432,151,21590,33683,7606,5967,1083,0,0,0,0,0,0,0,0,12093,0,0.125860471,0.557370267,0.09480208,0.598732471,0.031058391,-0.041362203,0.036210297
E14000954,E12000009,South West Wiltshire,Wiltshire,South West,England,County,09/06/2017 03:23,Con hold,Con,Lab,76898,54751,146,18326,32841,14515,5360,0,1445,0,0,0,0,0,0,0,590,0,0.265109313,0.599824661,0.134539047,0.526654145,0.130570266,0.073170516,0.028699875
E14000959,E12000008,Spelthorne,Surrey,South East,England,Borough,09/06/2017 04:01,Con hold,Con,Lab,72641,50115,106,13425,28692,15267,2755,2296,1105,0,0,0,0,0,0,0,0,0,0.30463933,0.572523197,0.185700605,0.496872389,0.118938724,0.075650807,0.021643959
E14000965,E12000005,Stafford,Staffordshire,West Midlands,England,County,09/06/2017 03:14,Con hold,Con,Lab,68445,51924,122,7729,28424,20695,1540,0,1265,0,0,0,0,0,0,0,0,0,0.398563285,0.547415453,0.29587631,0.484056842,0.102686975,0.063358612,0.019664182
E14000966,E12000005,Staffordshire Moorlands,Staffordshire,West Midlands,England,County,09/06/2017 03:08,Con hold,Con,Lab,63260,44655,84,10830,25963,15133,1494,0,541,0,0,0,0,0,0,0,1524,0,0.338887023,0.581413056,0.272289666,0.51118886,0.066597357,0.070224195,-0.001813419
E14000960,E12000006,St Albans,Hertfordshire,East,England,County,09/06/2017 02:50,Con hold,Con,LD,72811,56998,142,6109,24571,13137,18462,0,828,0,0,0,0,0,0,0,0,0,0.230481771,0.431085301,0.232579501,0.46648173,-0.00209773,-0.035396429,0.016649349
E14000967,E12000002,Stalybridge and Hyde,Greater Manchester,North West,England,County,09/06/2017 03:48,Lab hold,Lab,Con,71409,42457,127,8084,16193,24277,996,0,991,0,0,0,0,0,0,0,0,0,0.571802059,0.381397649,0.449554028,0.286615977,0.12224803,0.094781672,0.013733179
E14000961,E12000009,St Austell and Newquay,Cornwall,South West,England,County,09/06/2017 09:05,Con hold,Con,Lab,78609,54212,231,11142,26856,15714,11642,0,0,0,0,0,0,0,0,0,0,0,0.289862023,0.495388475,0.102261671,0.402096861,0.187600352,0.093291614,0.047154369
E14000968,E12000006,Stevenage,Hertfordshire,East,England,County,09/06/2017 02:43,Con hold,Con,Lab,70765,49327,141,3386,24798,21412,2032,0,1085,0,0,0,0,0,0,0,0,0,0.434082754,0.502726701,0.341764472,0.445427729,0.092318282,0.057298973,0.017509655
E14000962,E12000002,St Helens North,Merseyside,North West,England,Borough,09/06/2017 01:56,Lab hold,Lab,Con,76088,50222,90,18406,13606,32012,1287,2097,1220,0,0,0,0,0,0,0,0,0,0.6374099,0.270917128,0.570261155,0.19645019,0.067148745,0.074466938,-0.003659096
E14000963,E12000002,St Helens South and Whiston,Merseyside,North West,England,Borough,09/06/2017 02:04,Lab hold,Lab,Con,79036,52886,79,24343,11536,35879,2101,1953,1417,0,0,0,0,0,0,0,0,0,0.67842151,0.218129562,0.598177573,0.159245408,0.080243937,0.058884154,0.010679892
S14000057,S92000003,Stirling,Scotland,Scotland,Scotland,County,09/06/2017 04:00,Con gain from SNP,Con,SNP,66415,49356,72,148,18291,10902,1683,0,0,18143,0,0,0,0,0,0,337,0,0.220884999,0.370593241,0.255164477,0.231149899,-0.034279478,0.139443342,-0.08686141
E14000964,E12000009,St Ives,Cornwall,South West,England,County,09/06/2017 07:39,Con hold,Con,LD,67145,51226,109,312,22120,7298,21808,0,0,0,0,0,0,0,0,0,0,0,0.142466716,0.43181197,0.093351548,0.382741348,0.049115168,0.049070623,2.22726E-05
E14000969,E12000002,Stockport,Greater Manchester,North West,England,Borough,09/06/2017 04:57,Lab hold,Lab,Con,64236,41544,97,14477,11805,26282,1778,1088,591,0,0,0,0,0,0,0,0,0,0.632630464,0.284156557,0.49865066,0.244898989,0.133979805,0.039257568,0.047361118
E14000970,E12000001,Stockton North,Cleveland,North East,England,Borough,09/06/2017 01:14,Lab hold,Lab,Con,66285,42731,74,8715,15589,24304,646,1834,358,0,0,0,0,0,0,0,0,0,0.568767405,0.364817112,0.491167774,0.279725051,0.077599631,0.085092061,-0.003746215
E14000971,E12000001,Stockton South,Cleveland,North East,England,Borough,09/06/2017 02:02,Lab gain from Con,Lab,Con,75625,53824,82,888,25214,26102,951,1186,371,0,0,0,0,0,0,0,0,0,0.484950951,0.468452735,0.370195185,0.467613954,0.114755766,0.00083878,0.056958493
E14000972,E12000005,Stoke-On-Trent Central,Staffordshire,West Midlands,England,Borough,09/06/2017 04:44,Lab hold,Lab,Con,56915,33145,64,3897,13186,17083,680,1608,378,0,0,0,0,0,0,0,210,0,0.515402021,0.397827727,0.393128298,0.22545361,0.122273724,0.172374117,-0.025050197
E14000973,E12000005,Stoke-On-Trent North,Staffordshire,West Midlands,England,Borough,09/06/2017 04:32,Lab hold,Lab,Con,71558,41786,123,2359,18913,21272,916,0,685,0,0,0,0,0,0,0,0,0,0.509070023,0.452615709,0.39915662,0.27404667,0.109913403,0.178569038,-0.034327817
E14000974,E12000005,Stoke-On-Trent South,Staffordshire,West Midlands,England,Borough,09/06/2017 05:16,Con gain from Lab,Con,Lab,66057,41690,101,663,20451,19788,808,0,643,0,0,0,0,0,0,0,0,0,0.474646198,0.490549292,0.391720152,0.326795714,0.082926046,0.163753578,-0.040413766
E14000975,E12000005,Stone,Staffordshire,West Midlands,England,County,09/06/2017 03:56,Con hold,Con,Lab,67824,50032,99,17495,31614,14119,2222,1370,707,0,0,0,0,0,0,0,0,0,0.282199392,0.6318756,0.201632965,0.547149752,0.080566427,0.084725847,-0.00207971
E14000976,E12000005,Stourbridge,West Midlands,West Midlands,England,Borough,09/06/2017 04:02,Con hold,Con,Lab,70215,47135,72,7654,25706,18052,1083,1801,493,0,0,0,0,0,0,0,0,0,0.382985043,0.545369683,0.315040518,0.460470573,0.067944525,0.08489911,-0.008477292
N06000016,N92000002,Strangford,Northern Ireland,Northern Ireland,Northern Ireland,County,09/06/2017 01:28,DUP hold,DUP,Alliance,64327,38749,77,18343,507,0,0,0,607,0,0,24036,1083,2404,4419,5693,0,0,0,0.013084209,0,0.06387808,0,-0.050793872,0.025396936
E14000977,E12000005,Stratford-On-Avon,Warwickshire,West Midlands,England,County,09/06/2017 01:47,Con hold,Con,Lab,72572,53532,152,21958,33657,11699,6357,0,1345,0,0,0,0,0,0,0,474,0,0.21854218,0.628726743,0.129753785,0.576653258,0.088788396,0.052073485,0.018357455
E14000978,E12000007,Streatham,London,London,England,Borough,09/06/2017 03:34,Lab hold,Lab,Con,78649,55795,161,26285,11927,38212,3611,349,1696,0,0,0,0,0,0,0,0,0,0.684864235,0.213764674,0.530190455,0.251136523,0.15467378,-0.037371849,0.096022814
E14000979,E12000002,Stretford and Urmston,Greater Manchester,North West,England,Borough,09/06/2017 03:58,Lab hold,Lab,Con,71833,50191,95,19705,13814,33519,1001,1094,641,0,0,0,0,0,0,0,122,0,0.667828894,0.275228627,0.530353986,0.278446083,0.137474908,-0.003217456,0.070346182
E14000980,E12000009,Stroud,Gloucestershire,South West,England,County,09/06/2017 02:52,Lab gain from Con,Lab,Con,82839,63816,97,687,29307,29994,2053,1039,1423,0,0,0,0,0,0,0,0,0,0.470007522,0.459242196,0.377299857,0.457307749,0.092707665,0.001934447,0.045386609
E14000981,E12000006,Suffolk Coastal,Suffolk,East,England,County,09/06/2017 03:13,Con hold,Con,Lab,79366,58074,236,16012,33713,17701,4048,0,1802,0,0,0,0,0,0,0,810,0,0.304800771,0.58051796,0.180109364,0.519030831,0.124691407,0.061487129,0.031602139
E14000982,E12000001,Sunderland Central,Tyne and Wear,North East,England,Borough,08/06/2017 23:45,Lab hold,Lab,Con,72728,45111,76,9997,15059,25056,1777,2209,705,0,0,0,0,0,0,0,305,0,0.555429939,0.333821019,0.501867727,0.234184187,0.053562213,0.099636833,-0.02303731
E14000983,E12000008,Surrey Heath,Surrey,South East,England,County,09/06/2017 02:43,Con hold,Con,Lab,80764,57822,226,24943,37118,12175,6271,0,2258,0,0,0,0,0,0,0,0,0,0.210559994,0.641935595,0.11206849,0.598592714,0.098491504,0.043342882,0.027574311
E14000984,E12000007,Sutton and Cheam,London,London,England,Borough,09/06/2017 03:26,Con hold,Con,LD,70404,51970,123,12698,26567,10663,13869,0,871,0,0,0,0,0,0,0,0,0,0.205176063,0.511198769,0.111131149,0.415429316,0.094044914,0.095769453,-0.000862269
E14000985,E12000005,Sutton Coldfield,West Midlands,West Midlands,England,Borough,09/06/2017 02:24,Con hold,Con,Lab,75652,52858,141,15339,32224,16885,2302,0,965,0,0,0,0,0,0,0,482,0,0.319440766,0.609633357,0.223482912,0.546309042,0.095957854,0.063324316,0.016316769
W07000048,W92000004,Swansea East,West Glamorgan,Wales,Wales,Borough,09/06/2017 03:02,Lab hold,Lab,Con,58521,35159,56,13168,9139,22307,625,1040,359,0,1689,0,0,0,0,0,0,0,0.634460593,0.259933445,0.529686477,0.152953775,0.104774116,0.10697967,-0.001102777
W07000047,W92000004,Swansea West,West Glamorgan,Wales,Wales,Borough,09/06/2017 02:34,Lab hold,Lab,Con,56892,37282,83,10598,11680,22278,1269,0,434,0,1529,0,0,0,0,0,92,0,0.597553779,0.313287914,0.425731027,0.225594493,0.171822752,0.087693421,0.042064666
E14000986,E12000005,Tamworth,Staffordshire,West Midlands,England,County,09/06/2017 02:20,Con hold,Con,Lab,71308,47110,180,12347,28748,16401,1961,0,0,0,0,0,0,0,0,0,0,0,0.348142645,0.610231373,0.260821639,0.500402764,0.087321006,0.109828609,-0.011253802
E14000987,E12000002,Tatton,Cheshire,North West,England,County,09/06/2017 04:21,Con hold,Con,Lab,67874,49116,104,14787,28764,13977,4431,0,1024,0,0,0,0,0,0,0,920,0,0.284571219,0.585634009,0.183473884,0.586162744,0.101097335,-0.000528735,0.050813035
E14000988,E12000009,Taunton Deane,Somerset,South West,England,County,09/06/2017 04:31,Con hold,Con,LD,85457,63053,99,15887,33333,9689,17446,1434,1151,0,0,0,0,0,0,0,0,0,0.153664378,0.5286505,0.092369617,0.481092473,0.061294761,0.047558027,0.006868367
E14000989,E12000005,Telford,Shropshire,West Midlands,England,Borough,09/06/2017 03:13,Con hold,Con,Lab,68106,44686,146,720,21777,21057,954,0,898,0,0,0,0,0,0,0,0,0,0.471221412,0.487333841,0.378004675,0.395965063,0.093216737,0.091368777,0.00092398
E14000990,E12000009,Tewkesbury,Gloucestershire,South West,England,County,09/06/2017 04:55,Con hold,Con,Lab,81440,59084,115,22574,35448,12874,7981,1205,1576,0,0,0,0,0,0,0,0,0,0.217893169,0.59995938,0.148236485,0.54524429,0.069656685,0.05471509,0.007470797
E14000991,E12000009,The Cotswolds,Gloucestershire,South West,England,County,09/06/2017 03:04,Con hold,Con,Lab,80449,59702,127,25499,36201,10702,9748,1197,1747,0,0,0,0,0,0,0,107,0,0.179256976,0.606361596,0.092470044,0.565496674,0.086786932,0.040864922,0.022961005
E14000992,E12000005,The Wrekin,Shropshire,West Midlands,England,County,09/06/2017 02:56,Con hold,Con,Lab,68604,49523,115,9564,27451,17887,1345,1656,804,0,0,0,0,0,0,0,380,0,0.361185712,0.554308099,0.26049255,0.496929815,0.100693162,0.057378284,0.021657439
E14000993,E12000003,Thirsk and Malton,North Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 05:11,Con hold,Con,Lab,78670,55929,94,19001,33572,14571,3859,1532,1100,0,0,0,0,0,0,0,1295,0,0.260526739,0.600261045,0.154473408,0.526019288,0.106053331,0.074241758,0.015905787
E14000994,E12000009,Thornbury and Yate,Avon,South West,England,County,09/06/2017 03:57,Con hold,Con,LD,67892,50690,101,12071,28008,6112,15937,0,633,0,0,0,0,0,0,0,0,0,0.120576051,0.552535017,0.077722874,0.410212065,0.042853176,0.142322952,-0.049734888
E14000995,E12000006,Thurrock,Essex,East,England,Borough,09/06/2017 03:06,Con hold,Con,Lab,78154,50325,97,345,19880,19535,798,10112,0,0,0,0,0,0,0,0,0,0,0.38817685,0.39503229,0.325962392,0.336776693,0.062214458,0.058255597,0.001979431
E14000996,E12000009,Tiverton and Honiton,Devon,South West,England,County,09/06/2017 04:50,Con hold,Con,Lab,80731,57815,172,19801,35471,15670,4639,0,2035,0,0,0,0,0,0,0,0,0,0.271036928,0.613525902,0.127132042,0.539962428,0.143904886,0.073563474,0.035170706
E14000997,E12000008,Tonbridge and Malling,Kent,South East,England,County,09/06/2017 03:15,Con hold,Con,Lab,77417,56907,108,23508,36218,12710,3787,1857,2335,0,0,0,0,0,0,0,0,0,0.223346864,0.636441914,0.141680641,0.594130799,0.081666223,0.042311115,0.019677554
E14000998,E12000007,Tooting,London,London,England,Borough,09/06/2017 01:24,Lab hold,Lab,Con,77971,58171,133,15458,19236,34694,3057,339,845,0,0,0,0,0,0,0,0,0,0.596414021,0.330680236,0.471949784,0.418857068,0.124464237,-0.088176832,0.106320534
E14000999,E12000009,Torbay,Devon,South West,England,Borough,09/06/2017 02:08,Con hold,Con,LD,75931,51174,75,14283,27141,9310,12858,1213,652,0,0,0,0,0,0,0,0,0,0.181928323,0.530366983,0.086649057,0.406643233,0.095279266,0.12372375,-0.014222242
W07000053,W92000004,Torfaen,Gwent and Mid Glamorgan,Wales,Wales,County,09/06/2017 01:51,Lab hold,Lab,Con,61839,38429,62,10240,11894,22134,852,1490,0,0,2059,0,0,0,0,0,0,0,0.575971272,0.309505842,0.446477054,0.231146374,0.129494218,0.078359468,0.025567375
E14001000,E12000009,Torridge and West Devon,Devon,South West,England,County,09/06/2017 05:42,Con hold,Con,Lab,80524,59480,144,20686,33612,12926,10526,0,1622,0,0,0,0,0,0,0,794,0,0.217316745,0.565097512,0.106302135,0.508518309,0.11101461,0.056579203,0.027217704
E14001001,E12000009,Totnes,Devon,South West,England,County,09/06/2017 03:33,Con hold,Con,Lab,68914,50270,82,13477,26972,13495,6466,1240,2097,0,0,0,0,0,0,0,0,0,0.268450368,0.53654267,0.127141856,0.529566639,0.141308512,0.006976031,0.067166241
E14001002,E12000007,Tottenham,London,London,England,Borough,09/06/2017 03:18,Lab hold,Lab,Con,72884,49339,147,34584,5665,40249,1687,462,1276,0,0,0,0,0,0,0,0,0,0.815764405,0.114817893,0.673292918,0.119601485,0.142471488,-0.004783592,0.07362754
E14001003,E12000009,Truro and Falmouth,Cornwall,South West,England,County,09/06/2017 06:27,Con hold,Con,Lab,74683,56647,70,3792,25123,21331,8465,897,831,0,0,0,0,0,0,0,0,0,0.3765601,0.44350098,0.151598634,0.440031817,0.224961466,0.003469162,0.110746152
E14001004,E12000008,Tunbridge Wells,Kent,South East,England,County,09/06/2017 02:40,Con hold,Con,Lab,74782,54209,99,16465,30856,14391,5355,1464,1441,0,0,0,0,0,0,0,702,0,0.265472523,0.569204376,0.142082134,0.586859298,0.123390389,-0.017654923,0.070522656
E14001005,E12000007,Twickenham,London,London,England,Borough,09/06/2017 02:54,LD gain from Con,LD,Con,83362,66290,143,9762,25207,6114,34969,0,0,0,0,0,0,0,0,0,0,0,0.092231106,0.380253432,0.114976453,0.412554029,-0.022745347,-0.032300597,0.004777625
E14001006,E12000001,Tynemouth,Tyne and Wear,North East,England,Borough,09/06/2017 01:47,Lab hold,Lab,Con,77434,56858,106,11666,20729,32395,1724,1257,629,0,0,0,0,0,0,0,124,0,0.569752717,0.364574906,0.482119824,0.328086737,0.087632893,0.036488169,0.025572362
N06000017,N92000002,Upper Bann,Northern Ireland,Northern Ireland,Northern Ireland,County,09/06/2017 03:34,DUP hold,DUP,SF,80168,51258,173,7992,0,0,0,0,0,0,0,22317,14325,4397,7900,2319,0,0,0,0,0,0.004256761,0,-0.004256761,0.002128381
E14001007,E12000007,Uxbridge and South Ruislip,London,London,England,Borough,09/06/2017 02:48,Con hold,Con,Lab,69936,46694,84,5034,23716,18682,1835,1577,884,0,0,0,0,0,0,0,0,0,0.400094231,0.507902514,0.263685256,0.502354333,0.136408975,0.005548182,0.065430397
W07000060,W92000004,Vale Of Clwyd,Clwyd,Wales,Wales,County,09/06/2017 01:40,Lab gain from Con,Lab,Con,56890,38684,91,2379,17044,19423,666,0,0,0,1551,0,0,0,0,0,0,0,0.502093889,0.440595595,0.383511528,0.390232835,0.118582361,0.05036276,0.0341098
W07000078,W92000004,Vale Of Glamorgan,South Glamorgan,Wales,Wales,County,09/06/2017 02:04,Con hold,Con,Lab,73959,53718,63,2190,25501,23311,1020,868,419,0,2295,0,0,0,0,0,304,0,0.433951376,0.474719833,0.326106876,0.460238239,0.1078445,0.014481594,0.046681453
E14001008,E12000007,Vauxhall,London,London,England,Borough,09/06/2017 03:50,Lab hold,Lab,LD,82055,55042,164,20250,10277,31576,11326,0,1152,0,0,0,0,0,0,0,711,0,0.573671015,0.186711965,0.537702593,0.27262677,0.035968422,-0.085914805,0.060941614
E14001009,E12000003,Wakefield,West Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 04:55,Lab hold,Lab,Con,70340,46284,112,2176,20811,22987,943,0,0,0,0,0,0,0,0,0,1543,0,0.496651111,0.449637024,0.402601634,0.341796011,0.094049477,0.107841012,-0.006895768
E14001010,E12000002,Wallasey,Merseyside,North West,England,Borough,09/06/2017 02:03,Lab hold,Lab,Con,67454,48353,77,23320,11232,34552,772,1160,637,0,0,0,0,0,0,0,0,0,0.714578206,0.232291688,0.603606512,0.226629156,0.110971694,0.005662532,0.052654581
E14001011,E12000005,Walsall North,West Midlands,West Midlands,England,Borough,09/06/2017 02:52,Con gain from Lab,Con,Lab,67308,38118,78,2601,18919,16318,586,2295,0,0,0,0,0,0,0,0,0,0,0.428091715,0.496327195,0.39020687,0.33768945,0.037884845,0.158637744,-0.06037645
E14001012,E12000005,Walsall South,West Midlands,West Midlands,England,Borough,09/06/2017 03:28,Lab hold,Lab,Con,67417,44072,117,8892,16394,25286,587,1805,0,0,0,0,0,0,0,0,0,0,0.573742966,0.371982211,0.471819877,0.328242268,0.101923089,0.043739943,0.029091573
E14001013,E12000007,Walthamstow,London,London,England,County,09/06/2017 02:41,Lab hold,Lab,Con,67957,48143,159,32017,6776,38793,1384,0,1190,0,0,0,0,0,0,0,0,0,0.805786926,0.140747357,0.688558714,0.133601302,0.117228213,0.007146055,0.055041079
E14001014,E12000001,Wansbeck,Northumberland,North East,England,County,09/06/2017 05:19,Lab hold,Lab,Con,62151,42454,57,10435,13903,24338,2015,1483,715,0,0,0,0,0,0,0,0,0,0.573279314,0.327483865,0.500077865,0.217659884,0.073201449,0.109823981,-0.018311266
E14001015,E12000008,Wantage,Oxfordshire,South East,England,County,09/06/2017 04:46,Con hold,Con,Lab,85786,63602,156,17380,34459,17079,9234,1284,1546,0,0,0,0,0,0,0,0,0,0.268529292,0.541791139,0.160202332,0.533127572,0.10832696,0.008663567,0.049831696
E14001016,E12000005,Warley,West Midlands,West Midlands,England,Borough,09/06/2017 01:45,Lab hold,Lab,Con,63739,40206,116,16483,10521,27004,777,1349,555,0,0,0,0,0,0,0,0,0,0.671641049,0.261677362,0.581881625,0.193237992,0.089759423,0.06843937,0.010660027
E14001017,E12000002,Warrington North,Cheshire,North West,England,Borough,09/06/2017 03:33,Lab hold,Lab,Con,71918,48517,99,9582,17774,27356,1207,1561,619,0,0,0,0,0,0,0,0,0,0.563843601,0.366345817,0.478213963,0.281754332,0.085629638,0.084591485,0.000519076
E14001018,E12000002,Warrington South,Cheshire,North West,England,Borough,09/06/2017 04:03,Lab gain from Con,Lab,Con,85617,61995,120,2549,27445,29994,3339,0,0,0,0,0,0,0,0,0,1217,0,0.483813211,0.442696992,0.39051101,0.436843967,0.0933022,0.005853024,0.043724588
E14001019,E12000005,Warwick and Leamington,Warwickshire,West Midlands,England,Borough,09/06/2017 03:32,Lab gain from Con,Lab,Con,74237,54055,125,1206,24021,25227,2810,799,1198,0,0,0,0,0,0,0,0,0,0.466691333,0.444380723,0.348806864,0.479409264,0.117884469,-0.035028541,0.076456505
E14001020,E12000001,Washington and Sunderland West,Tyne and Wear,North East,England,Borough,09/06/2017 00:03,Lab hold,Lab,Con,67280,40574,74,12940,11699,24639,961,2761,514,0,0,0,0,0,0,0,0,0,0.607260807,0.288337359,0.549641678,0.188769896,0.057619129,0.099567463,-0.020974167
E14001021,E12000006,Watford,Hertfordshire,East,England,Borough,09/06/2017 02:51,Con hold,Con,Lab,86507,58610,113,2092,26731,24639,5335,1184,721,0,0,0,0,0,0,0,0,0,0.420389012,0.45608258,0.260129299,0.434558051,0.160259713,0.021524529,0.069367592
E14001022,E12000006,Waveney,Suffolk,East,England,County,09/06/2017 03:47,Con hold,Con,Lab,80763,52674,68,9215,28643,19428,1012,1933,1332,0,0,0,0,0,0,0,326,0,0.368834719,0.543778714,0.377346923,0.423480726,-0.008512204,0.120297988,-0.064405096
E14001023,E12000008,Wealden,East Sussex,South East,England,County,09/06/2017 02:46,Con hold,Con,Lab,81425,60464,113,23628,37027,13399,6281,1798,1959,0,0,0,0,0,0,0,0,0,0.221602937,0.612380921,0.108125647,0.570145746,0.113477291,0.042235175,0.035621058
E14001024,E12000002,Weaver Vale,Cheshire,North West,England,County,09/06/2017 03:57,Lab gain from Con,Lab,Con,69016,50613,108,3928,22138,26066,1623,0,786,0,0,0,0,0,0,0,0,0,0.515006026,0.437397507,0.414385388,0.43158299,0.100620638,0.005814516,0.047403061
E14001025,E12000004,Wellingborough,Northamptonshire,East Midlands,England,County,09/06/2017 02:20,Con hold,Con,Lab,79254,53240,100,12460,30579,18119,1782,1804,956,0,0,0,0,0,0,0,0,0,0.340326822,0.574361382,0.195102122,0.52082094,0.1452247,0.053540443,0.045842129
E14001026,E12000009,Wells,Somerset,South West,England,County,09/06/2017 04:35,Con hold,Con,LD,82451,60843,131,7582,30488,7129,22906,0,0,0,0,0,0,0,0,0,320,0,0.117170422,0.501092977,0.066427668,0.461250527,0.050742755,0.03984245,0.005450152
E14001027,E12000006,Welwyn Hatfield,Hertfordshire,East,England,County,09/06/2017 04:04,Con hold,Con,Lab,72888,51669,109,7369,26374,19005,3836,1441,835,0,0,0,0,0,0,0,178,0,0.367822098,0.510441464,0.2614879,0.503555423,0.106334199,0.006886041,0.049724079
E14001028,E12000003,Wentworth and Dearne,South Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 03:54,Lab hold,Lab,Con,74890,43947,280,14803,13744,28547,1656,0,0,0,0,0,0,0,0,0,0,0,0.649577901,0.312740346,0.568918012,0.149135196,0.080659889,0.16360515,-0.04147263
S14000058,S92000003,West Aberdeenshire and Kincardine,Scotland,Scotland,Scotland,County,09/06/2017 03:59,Con gain from SNP,Con,SNP,72477,51625,49,7950,24704,5706,4461,0,0,16754,0,0,0,0,0,0,0,0,0.110527845,0.478527845,0.045057613,0.288354229,0.065470232,0.190173616,-0.062351692
E14001029,E12000005,West Bromwich East,West Midlands,West Midlands,England,Borough,09/06/2017 01:30,Lab hold,Lab,Con,63846,39098,138,7713,14951,22664,625,0,533,0,0,0,0,0,0,0,325,0,0.579671594,0.382398077,0.501893737,0.249306519,0.077777857,0.133091558,-0.02765685
E14001030,E12000005,West Bromwich West,West Midlands,West Midlands,England,Borough,09/06/2017 01:54,Lab hold,Lab,Con,65967,36094,90,4460,14329,18789,333,2320,323,0,0,0,0,0,0,0,0,0,0.520557433,0.39699119,0.473305544,0.238822589,0.047251889,0.158168601,-0.055458356
E14001031,E12000009,West Dorset,Dorset,South West,England,County,09/06/2017 02:57,Con hold,Con,LD,79048,59598,152,19091,33081,10896,13990,0,1631,0,0,0,0,0,0,0,0,0,0.182824927,0.555068962,0.099773283,0.501771228,0.083051644,0.053297734,0.014876955
S14000059,S92000003,West Dunbartonshire,Scotland,Scotland,Scotland,County,09/06/2017 01:44,SNP hold,SNP,Lab,67602,44083,86,2288,7582,16602,1009,0,0,18890,0,0,0,0,0,0,0,0,0.376607763,0.171993739,0.313388475,0.070334956,0.063219288,0.101658783,-0.019219748
E14001032,E12000007,West Ham,London,London,England,Borough,09/06/2017 03:33,Lab hold,Lab,Con,92418,60708,161,36754,9837,46591,1836,1134,957,0,0,0,0,0,0,0,353,0,0.767460631,0.162037952,0.684408918,0.15430076,0.083051713,0.007737193,0.03765726
E14001033,E12000002,West Lancashire,Lancashire,North West,England,County,09/06/2017 03:29,Lab hold,Lab,Con,73257,54389,114,11689,20341,32030,1069,0,680,0,0,0,0,0,0,0,269,0,0.588905845,0.373991064,0.492672518,0.324381995,0.096233327,0.049609069,0.023312129
E14001036,E12000007,Westminster North,London,London,England,Borough,09/06/2017 02:36,Lab hold,Lab,Con,63846,43295,192,11512,14422,25934,2253,0,595,0,0,0,0,0,0,0,91,0,0.599006814,0.333110059,0.46828972,0.41825682,0.130717094,-0.085146761,0.107931928
