ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,declaration_time,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner,labPct,conPct,labPct15,conPct15,labChg,conChg,conLabSwing
E14001037,E12000002,Westmorland and Lonsdale,Cumbria,North West,England,County,09/06/2017 03:25,LD hold,LD,Con,66391,51687,81,777,22909,4783,23686,0,0,0,0,0,0,0,0,0,309,0,0.092537775,0.443225569,0.054384925,0.33201169,0.03815285,0.111213879,-0.036530514
E14001038,E12000009,Weston-Super-Mare,Avon,South West,England,County,09/06/2017 03:58,Con hold,Con,Lab,82136,56415,97,11544,29982,18438,5175,1932,888,0,0,0,0,0,0,0,0,0,0.326827971,0.5314544,0.182562034,0.479582128,0.144265937,0.051872272,0.046196833
E14001034,E12000006,West Suffolk,Suffolk,East,England,County,09/06/2017 02:45,Con hold,Con,Lab,77348,51746,104,17063,31649,14586,2180,2396,935,0,0,0,0,0,0,0,0,0,0.28187686,0.611622154,0.174764381,0.521693208,0.107112479,0.089928947,0.008591766
N06000018,N92000002,West Tyrone,Northern Ireland,Northern Ireland,Northern Ireland,County,09/06/2017 03:42,SF hold,SF,DUP,64009,43486,189,10342,0,0,0,0,427,0,0,11718,22060,5635,2253,1000,393,0,0,0,0,0.004372122,0,-0.004372122,0.002186061
E14001035,E12000005,West Worcestershire,Hereford and Worcester,West Midlands,England,County,09/06/2017 02:42,Con hold,Con,Lab,74375,56471,112,21328,34703,13375,5307,1481,1605,0,0,0,0,0,0,0,0,0,0.236847231,0.614527811,0.133900185,0.560850277,0.102947046,0.053677533,0.024634757
E14001039,E12000002,Wigan,Greater Manchester,North West,England,County,09/06/2017 01:21,Lab hold,Lab,Con,75359,47542,96,16027,13548,29575,916,2750,753,0,0,0,0,0,0,0,0,0,0.622081528,0.28496908,0.52160378,0.207294725,0.100477748,0.077674355,0.011401697
E14001040,E12000007,Wimbledon,London,London,England,Borough,09/06/2017 03:03,Con hold,Con,Lab,66780,51526,127,5622,23946,18324,7472,553,1231,0,0,0,0,0,0,0,0,0,0.355626286,0.46473625,0.260336211,0.520940895,0.095290075,-0.056204645,0.07574736
E14001041,E12000008,Winchester,Hampshire,South East,England,County,09/06/2017 05:15,Con hold,Con,LD,72497,57156,100,9999,29729,6007,19730,695,846,0,0,0,0,0,0,0,149,0,0.105098327,0.520137868,0.083393593,0.550021694,0.021704734,-0.029883825,0.02579428
E14001042,E12000008,Windsor,Berkshire,South East,England,County,09/06/2017 03:34,Con hold,Con,Lab,73595,53921,164,22384,34718,12334,5434,0,1435,0,0,0,0,0,0,0,0,0,0.228742049,0.643867881,0.133851675,0.633911483,0.094890374,0.009956398,0.042466988
E14001043,E12000002,Wirral South,Merseyside,North West,England,County,09/06/2017 02:23,Lab hold,Lab,Con,57670,45195,84,8323,17548,25871,1322,0,454,0,0,0,0,0,0,0,0,0,0.572430579,0.388273039,0.481989626,0.372063006,0.090440952,0.016210033,0.03711546
E14001044,E12000002,Wirral West,Merseyside,North West,England,County,09/06/2017 02:17,Lab hold,Lab,Con,55995,43951,83,5365,18501,23866,1155,0,429,0,0,0,0,0,0,0,0,0,0.543013811,0.420946054,0.451478809,0.441516556,0.091535002,-0.020570502,0.056052752
E14001045,E12000006,Witham,Essex,East,England,County,09/06/2017 03:57,Con hold,Con,Lab,69137,49241,159,18646,31670,13024,2715,0,1832,0,0,0,0,0,0,0,0,0,0.264495035,0.643163218,0.158306479,0.575029681,0.106188556,0.068133537,0.01902751
E14001046,E12000008,Witney,Oxfordshire,South East,England,County,09/06/2017 03:31,Con hold,Con,Lab,82727,60927,124,21241,33839,12598,12457,980,1053,0,0,0,0,0,0,0,0,0,0.206772039,0.555402367,0.171779351,0.601911699,0.034992688,-0.046509333,0.04075101
E14001047,E12000008,Woking,Surrey,South East,England,County,09/06/2017 03:24,Con hold,Con,Lab,76170,55246,127,16724,29903,13179,9711,1161,1092,0,0,0,0,0,0,0,200,0,0.238551207,0.541269956,0.161438688,0.561908244,0.077112519,-0.020638288,0.048875403
E14001048,E12000008,Wokingham,Berkshire,South East,England,County,09/06/2017 02:45,Con hold,Con,Lab,79111,59690,199,18798,33806,15008,9512,0,1364,0,0,0,0,0,0,0,0,0,0.251432401,0.566359524,0.145216879,0.577313881,0.106215522,-0.010954356,0.058584939
E14001049,E12000005,Wolverhampton North East,West Midlands,West Midlands,England,Borough,09/06/2017 01:59,Lab hold,Lab,Con,60770,36508,85,4587,14695,19282,570,1479,482,0,0,0,0,0,0,0,0,0,0.528158212,0.402514517,0.460812281,0.299208893,0.067345931,0.103305624,-0.017979847
E14001050,E12000005,Wolverhampton South East,West Midlands,West Midlands,England,Borough,09/06/2017 02:22,Lab hold,Lab,Con,60301,36304,86,8514,12623,21137,448,1675,421,0,0,0,0,0,0,0,0,0,0.582222345,0.347702732,0.533281556,0.223248188,0.048940789,0.124454545,-0.037756878
E14001051,E12000005,Wolverhampton South West,West Midlands,West Midlands,England,Borough,09/06/2017 02:31,Lab hold,Lab,Con,59971,42346,115,2185,18714,20899,784,1012,579,0,0,0,0,0,0,0,358,0,0.493529495,0.441930761,0.432092318,0.412171404,0.061437177,0.029759356,0.015838911
E14001052,E12000005,Worcester,Hereford and Worcester,West Midlands,England,Borough,09/06/2017 03:07,Con hold,Con,Lab,73893,51423,92,2508,24731,22223,1757,1354,1211,0,0,0,0,0,0,0,147,0,0.432160706,0.480932657,0.339641615,0.453190676,0.092519092,0.02774198,0.032388556
E14001053,E12000002,Workington,Cumbria,North West,England,County,09/06/2017 00:43,Lab hold,Lab,Con,60265,41676,55,3925,17392,21317,1133,1556,0,0,0,0,0,0,0,0,278,0,0.511493425,0.417314522,0.423315914,0.301484544,0.088177511,0.115829978,-0.013826233
E14001054,E12000002,Worsley and Eccles South,Greater Manchester,North West,England,County,09/06/2017 02:47,Lab hold,Lab,Con,73689,45642,115,8379,17667,26046,1087,0,842,0,0,0,0,0,0,0,0,0,0.570658604,0.387077692,0.442351598,0.300941781,0.128307006,0.086135911,0.021085547
E14001055,E12000008,Worthing West,West Sussex,South East,England,Borough,09/06/2017 04:50,Con hold,Con,Lab,77757,54503,111,12090,30181,18091,2982,1635,1614,0,0,0,0,0,0,0,0,0,0.331926683,0.553749335,0.156708626,0.514626795,0.175218057,0.03912254,0.068047758
W07000044,W92000004,Wrexham,Clwyd,Wales,Wales,County,09/06/2017 01:10,Lab hold,Lab,Con,49881,35092,68,1832,15321,17153,865,0,0,0,1753,0,0,0,0,0,0,0,0.488800866,0.436595235,0.372291329,0.316329961,0.116509537,0.120265274,-0.001877869
E14001056,E12000008,Wycombe,Buckinghamshire,South East,England,County,09/06/2017 02:18,Con hold,Con,Lab,77087,53493,144,6578,26766,20188,4147,1210,1182,0,0,0,0,0,0,0,0,0,0.377395173,0.500364534,0.225276541,0.514084644,0.152118632,-0.01372011,0.082919371
E14001057,E12000002,Wyre and Preston North,Lancashire,North West,England,County,09/06/2017 03:33,Con hold,Con,Lab,72319,52646,126,12246,30684,18438,2551,0,973,0,0,0,0,0,0,0,0,0,0.350226038,0.582836303,0.248070872,0.531697833,0.102155166,0.051138469,0.025508348
E14001058,E12000005,Wyre Forest,Hereford and Worcester,West Midlands,England,County,09/06/2017 02:22,Con hold,Con,Lab,77758,51129,90,13334,29859,16525,1943,1777,1025,0,0,0,0,0,0,0,0,0,0.323202097,0.583993428,0.192617314,0.452953074,0.130584783,0.131040354,-0.000227786
E14001059,E12000002,Wythenshawe and Sale East,Greater Manchester,North West,England,Borough,09/06/2017 02:59,Lab hold,Lab,Con,76361,45846,71,14944,13581,28525,1504,1475,576,0,0,0,0,0,0,0,185,0,0.622191685,0.29623086,0.501421538,0.257125026,0.120770147,0.039105834,0.040832157
E14001060,E12000009,Yeovil,Somerset,South West,England,County,09/06/2017 01:51,Con hold,Con,LD,82916,59404,94,14723,32369,7418,17646,0,1052,0,0,0,0,0,0,0,919,0,0.124873746,0.544895967,0.071188941,0.424674618,0.053684804,0.120221349,-0.033268272
W07000041,W92000004,Ynys Mon,Gwynedd,Wales,Wales,County,09/06/2017 02:28,Lab hold,Lab,Con,52921,37367,40,5259,10384,15643,479,624,0,0,10237,0,0,0,0,0,0,0,0.418631413,0.277892258,0.311258089,0.211676115,0.107373324,0.066216143,0.020578591
E14001061,E12000003,York Central,North Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 04:59,Lab hold,Lab,Con,77315,53088,213,18575,16019,34594,2475,0,0,0,0,0,0,0,0,0,0,0,0.651635021,0.301744274,0.42393607,0.283071502,0.227698951,0.018672772,0.10451309
E14001062,E12000003,York Outer,North Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 04:17,Con hold,Con,Lab,75835,57427,146,8289,29356,21067,5910,0,1094,0,0,0,0,0,0,0,0,0,0.366848347,0.511188117,0.247630002,0.49119715,0.119218345,0.019990967,0.049613689
